produk_id_produk,produk_id_kategori,produk_kode_produk,produk_nama_produk,produk_merk,produk_harga_beli,produk_diskon,produk_harga_jual,produk_stok,produk_expired_date,produk_batch,produk_created_at,produk_updated_at,rekaman_id_rekaman_stok,rekaman_id_produk,rekaman_waktu,rekaman_stok_masuk,rekaman_stok_keluar,rekaman_created_at,rekaman_updated_at,rekaman_id_penjualan,rekaman_id_pembelian,rekaman_stok_awal,rekaman_stok_sisa,rekaman_keterangan
609,5,,OMEGZOLE,OMEGZOLE,743,0,1000,70,2027-08-19,825116,2024-01-04 16:01:31,2026-01-01 00:32:45,,,,,,,,,,,,
610,5,,OMELLEGAR,OMELLEGAR,290,0,350,90,2027-05-06,525039,2024-01-04 16:01:31,2025-12-17 16:58:26,,,,,,,,,,,,
611,5,,OMEMOX,OMEMOX,521,0,700,50,2027-05-08,525195,2024-01-04 16:01:31,2025-12-07 18:01:58,,,,,,,,,,,,
612,5,,OMEPRASOL,OMEPRASOL,264,0,500,290,2027-07-03,250712280,2024-01-04 16:01:31,2025-12-31 23:42:45,175555,612,2025-12-31 23:42:45,10,0,2025-12-31 23:42:45,2025-12-31 23:42:45,,,290,300,Perubahan Stok Manual
613,2,,VITAMIN D3 IPI,VITAMIN D3 IPI,5500,0,6500,12,2027-07-02,80845,2024-01-04 16:01:31,2025-12-26 02:37:41,,,,,,,,,,,,
614,5,,OMEPROXIL,OMEPROXIL,477,0,700,70,20228-04-01,425116,2024-01-04 16:01:31,2026-01-01 00:33:34,,,,,,,,,,,,
615,5,,OMERIC 100,OMERIC 100,260,0,350,80,2027-04-11,425129,2024-01-04 16:01:31,2026-01-01 00:34:25,,,,,,,,,,,,
616,5,,OMERIC 300,OMERIC 300,544,0,700,80,2027-02-02,225054,2024-01-04 16:01:31,2026-01-01 00:33:13,,,,,,,,,,,,
617,1,,OMEROXOL SYR,OMEROXOL SYR,4773,0,6000,4,2027-05-05,525062,2024-01-04 16:01:31,2025-12-31 21:59:18,175386,617,2025-12-31 21:59:18,0,2,2025-12-31 21:59:18,2025-12-31 21:59:18,,,6,4,Perubahan Stok Manual: SO
618,5,,OMEROXOL TAB,OMEROXOL TAB,155,0,300,130,2028-06-08,625267,2024-01-04 16:01:31,2026-01-01 00:34:35,,,,,,,,,,,,
619,5,,OMETILSON,OMETILSON,366,0,500,190,2028-07-10,725195,2024-01-04 16:01:31,2026-01-01 00:34:09,,,,,,,,,,,,
620,5,,ONDANSETRON 4mg,ONDANSETRON 4mg,962,0,900,40,2025-11-11,,2024-01-04 16:01:31,2026-01-01 00:10:28,,,,,,,,,,,,
621,5,,OPISTAN,OPISTAN,361,0,600,210,2027-07-12,25CB0863,2024-01-04 16:01:31,2025-12-11 21:00:27,,,,,,,,,,,,
622,1,,ETAFUSIN SYR,ETAFLUSIN SYR,5426,0,7000,2,2026-09-09,IQ2003,2024-01-04 16:01:31,2025-07-14 16:18:07,,,,,,,,,,,,
623,5,,ORPHEN,ORPHEN,85,0,200,160,2029-02-01,TBB5083L,2024-01-04 16:01:31,2026-01-01 00:32:59,,,,,,,,,,,,
624,4,,OSKADON,OSKADON,1779,0,2500,15,2030-08-08,80725,2024-01-04 16:01:31,2025-12-31 23:12:55,175481,624,2025-12-31 23:12:55,0,11,2025-12-31 23:12:55,2025-12-31 23:12:55,,,26,15,Perubahan Stok Manual: SO
625,4,,OSKADON SP,OSKADON SP,1650,0,2500,12,2028-07-07,80075,2024-01-04 16:01:31,2025-12-31 23:03:14,175456,625,2025-12-31 23:03:14,0,6,2025-12-31 23:03:14,2025-12-31 23:03:14,,,19,13,Perubahan Stok Manual: SO
626,1,,PACETIK SYR,PACETIK SYR,4021,0,6000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
627,5,,PACETIK TAB,PACETIK TAB,191,0,300,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
628,6,,PAGODA SALEP,PAGODA SALEP,6327,0,8000,8,2029-09-04,24011075,2024-01-04 16:01:31,2026-01-01 00:46:40,,,,,,,,,,,,
629,4,,PANADOL BIRU,PANADOL BIRU,10123,0,12000,7,2028-06-06,CP7A,2024-01-04 16:01:31,2025-12-18 18:02:34,,,,,,,,,,,,
630,4,,PANADOL IJO,PANADOL IJO,13414,0,15500,3,2028-05-01,V77N,2024-01-04 16:01:31,2025-12-31 23:10:10,175472,630,2025-12-31 23:10:10,0,2,2025-12-31 23:10:10,2025-12-31 23:10:10,,,5,3,Perubahan Stok Manual: SO
631,4,,PANADOL MERAH,PANADOL MERAH,11117,0,13500,10,2028-07-10,GD3X,2024-01-04 16:01:31,2025-12-20 16:59:45,,,,,,,,,,,,
632,2,,PAPAYA RDL,PAPAYA RDL,17500,0,20000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
633,2,,PARACETAMOL SYR,PARACETAMOL SYR,3899,0,6000,9,2028-04-06,64510008,2024-01-04 16:01:31,2025-12-31 18:50:35,175039,633,2025-12-31 18:50:35,0,2,2025-12-31 18:50:35,2025-12-31 18:50:35,,,11,9,Perubahan Stok Manual: SO
634,5,,PARACETAMOL TAB,PARACETAMOL TAB,163,0,300,1000,2027-10-07,250513117,2024-01-04 16:01:31,2026-01-02 01:59:36,175454,634,2025-12-31 22:41:43,240,0,2025-12-31 22:41:43,2025-12-31 22:41:43,,,0,240,Perubahan Stok Manual: SO
635,4,,PARAMEX,PARAMEX,2200,0,3000,117,2027-08-24,G25A15,2024-01-04 16:01:31,2026-01-03 01:43:21,,,,,,,,,,,,
636,4,,PARAMEX FB,PARAMEX FB,2320,0,3000,37,2026-07-06,G24A05,2024-01-04 16:01:31,2025-12-31 21:13:48,175305,636,2025-12-31 21:13:48,0,4,2025-12-31 21:13:48,2025-12-31 21:13:48,,,41,37,Perubahan Stok Manual: SO
637,4,,PARAMEX NYERI OTOT,PARAMEX NYERI OTOT,1677,0,2000,0,,,2024-01-04 16:01:31,2025-12-12 03:16:34,,,,,,,,,,,,
638,1,,BIOLYSIN SYR 60ML,BIOLYSIN SYR 60ML,12000,0,15000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
639,4,,PARATUSIN,PARATUSIN,13896,0,16000,14,2027-07-04,GX5A026,2024-01-04 16:01:31,2025-12-31 21:31:03,175347,639,2025-12-31 21:31:03,1,0,2025-12-31 21:31:03,2025-12-31 21:31:03,,,14,15,Perubahan Stok Manual: SO
640,1,,PARATUSIN SYR,PARATUSIN SYR,34365,0,40000,2,2027-04-08,5EC0724,2024-01-04 16:01:31,2025-12-31 19:06:47,175071,640,2025-12-31 19:06:47,0,2,2025-12-31 19:06:47,2025-12-31 19:06:47,,,4,2,Perubahan Stok Manual: SO
641,2,,PARCOK B,PARCOK B,14141,0,16500,4,2028-10-01,BL22B5B,2024-01-04 16:01:31,2025-12-31 19:51:30,175143,641,2025-12-31 19:51:30,1,0,2025-12-31 19:51:30,2025-12-31 19:51:30,,,3,4,Perubahan Stok Manual: SO
642,2,,PARCOK K,PARCOK K,6438,0,8000,4,2028-08-02,AF22K5C,2024-01-04 16:01:31,2025-12-21 00:51:50,,,,,,,,,,,,
643,2,,LEUKOPLAST 5,,46583,0,54000,0,2028-07-13,32814509,2024-01-04 16:01:31,2025-11-26 01:38:29,,,,,,,,,,,,
645,2,,PEDITOX,PEDITOX,9722,0,11500,8,2027-07-05,2535120,2024-01-04 16:01:31,2025-12-31 20:48:04,175252,645,2025-12-31 20:48:04,0,290,2025-12-31 20:48:04,2025-12-31 20:48:04,,,298,8,Perubahan Stok Manual: SO
646,4,,PHARMATON,PHARMATON,20603,0,28000,1,2027-06-04,6A53004,2024-01-04 16:01:31,2025-12-31 21:07:25,175293,646,2025-12-31 21:07:25,0,9,2025-12-31 21:07:25,2025-12-31 21:07:25,,,10,1,Perubahan Stok Manual: SO
647,2,,OSTEFORTE,,39924,0,46000,2,2028-02-09,24N0050,2024-01-04 16:01:31,2025-12-31 21:04:52,175283,647,2025-12-31 21:04:52,0,1,2025-12-31 21:04:52,2025-12-31 21:04:52,,,3,2,Perubahan Stok Manual: SO
648,2,,PIL TUNTAS,PIL TUNTAS,9000,0,12500,2,,,2024-01-04 16:01:31,2025-12-31 21:27:56,175338,648,2025-12-31 21:27:56,2,0,2025-12-31 21:27:56,2025-12-31 21:27:56,,,0,2,Perubahan Stok Manual: SO
649,1,,PIMTRAKOL ALL VAR,PIMTRAKOL ALL VAR,14241,0,17500,22,2027-09-08,B3509015,2024-01-04 16:01:31,2025-12-31 18:56:56,175051,649,2025-12-31 18:56:56,0,3,2025-12-31 18:56:56,2025-12-31 18:56:56,,,25,22,Perubahan Stok Manual: SO
650,5,,PIRACETAM 800,PIRACETAM 800,521,0,1000,0,2026-06-06,,2024-01-04 16:01:31,2025-05-09 12:52:20,,,,,,,,,,,,
651,2,,PK,PK,4000,0,6000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
652,4,,DISFLATYL,,5246,0,6500,3,2028-07-08,Y5G8368,2024-01-04 16:01:31,2025-12-20 02:09:10,,,,,,,,,,,,
653,4,,PLANOTAB,PLANOTAB,5000,0,7500,0,2028-11-07,,2024-01-04 16:01:31,2025-07-04 14:05:50,,,,,,,,,,,,
654,1,,PLANTACID FORTE SYR,PLANTACID FORTE SYR,26640,0,31000,2,2027-05-01,FA53824,2024-01-04 16:01:31,2025-10-22 23:59:35,,,,,,,,,,,,
655,1,,PLANTACID SYR,PLANTACID SYR,12432,0,14500,1,2027-06-12,CC53354,2024-01-04 16:01:31,2025-12-31 19:05:21,175068,655,2025-12-31 19:05:21,1,0,2025-12-31 19:05:21,2025-12-31 19:05:21,,,2,3,Perubahan Stok Manual: SO
656,2,,PLOSA ALL VAR,PLOSA ALL VAR,9435,0,13000,16,2027-03-08,007C25,2024-01-04 16:01:31,2026-01-02 02:15:34,175109,656,2025-12-31 19:31:32,0,1,2025-12-31 19:31:32,2025-12-31 19:31:32,,,17,16,Perubahan Stok Manual: SO
657,4,,POLDANMIG,POLDANMIG,3161,0,4000,16,2026-09-09,FC8282,2024-01-04 16:01:31,2025-12-31 23:03:33,175457,657,2025-12-31 23:03:33,0,24,2025-12-31 23:03:33,2025-12-31 23:03:33,,,41,17,Perubahan Stok Manual: SO
658,5,,POLOFAR PLUS,POLOFAR PLUS,202,0,300,150,2027-08-12,FV037,2024-01-04 16:01:31,2025-12-13 18:15:59,,,,,,,,,,,,
659,2,,KANA B,,10000,0,21000,0,2026-09-12,,2024-01-04 16:01:31,2024-05-09 09:53:46,,,,,,,,,,,,
660,1,,POLYSILANE SYR,POLYSILANE SYR,21196,0,24500,2,0202-05-08,D5E665K,2024-01-04 16:01:31,2025-11-21 01:57:09,,,,,,,,,,,,
661,4,,POLYSILANE TAB,POLYSILANE TAB,7592,0,9000,8,2028-06-06,D5F100L,2024-01-04 16:01:31,2025-12-31 19:37:06,175124,661,2025-12-31 19:37:06,0,3,2025-12-31 19:37:06,2025-12-31 19:37:06,,,11,8,Perubahan Stok Manual: SO
662,5,,PONDEX F,PONDEX F,559,0,750,70,2029-03-09,5510589,2024-01-04 16:01:31,2025-12-09 23:25:45,,,,,,,,,,,,
663,5,,PONSTAN,PONSTAN,2705,0,3500,103,2027-04-12,MJ2529,2024-01-04 16:01:31,2026-01-01 00:38:25,,,,,,,,,,,,
664,5,,PONSTELAX,PONSTELAX,680,0,850,70,2028-09-09,,2024-01-04 16:01:31,2026-01-01 00:35:41,,,,,,,,,,,,
665,5,,BROMIFAR,BROMIFAR,167,0,300,30,2028-07-05,AU00K,2024-01-04 16:01:31,2025-12-16 16:16:59,,,,,,,,,,,,
666,2,,POSTINOR,POSTINOR,27306,0,34000,8,2028-10-08,T4A457P,2024-01-04 16:01:31,2026-01-02 16:26:44,,,,,,,,,,,,
667,5,,PREDNISON,PREDNISON,110,0,300,120,,,2024-01-04 16:01:31,2025-12-31 23:17:46,175494,667,2025-12-31 23:17:46,120,0,2025-12-31 23:17:46,2025-12-31 23:17:46,,,0,120,Perubahan Stok Manual: SO
668,5,,PRIMADEX,PRIMADEX,393,0,500,100,2028-06-02,4741203,2024-01-04 16:01:31,2025-08-20 19:41:06,,,,,,,,,,,,
669,5,,PRIMADEX FORTE,PRIMADEX FORTE,511,0,700,60,2027-08-08,,2024-01-04 16:01:31,2026-01-01 00:35:25,,,,,,,,,,,,
670,1,,PRIMADEX SYR,PRIMADEX SYR,6469,0,8500,1,2026-07-05,55H4340,2024-01-04 16:01:31,2025-10-03 17:09:11,,,,,,,,,,,,
671,5,,PRIMOLUT N,PRIMOLUT N,5974,0,7500,30,2029-10-08,WE11H3,2024-01-04 16:01:31,2025-12-31 23:19:39,175500,671,2025-12-31 23:19:39,0,3,2025-12-31 23:19:39,2025-12-31 23:19:39,,,33,30,Perubahan Stok Manual: SO
672,4,,PROCOLD,PROCOLD,4396,0,5000,16,2027-05-07,KTP0CB5338,2024-01-04 16:01:31,2025-12-31 23:12:42,175480,672,2025-12-31 23:12:42,0,4,2025-12-31 23:12:42,2025-12-31 23:12:42,,,20,16,Perubahan Stok Manual: SO
673,6,,PRODERMIS,PRODERMIS,44500,0,6000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
674,3,,PROMAG SCH,PROMAG SCH,2216,0,3000,1,2027-01-23,HA040,2024-01-04 16:01:31,2025-12-27 18:12:45,,,,,,,,,,,,
675,1,,PROMAG SYR 60ml,PROMAG SYR 60ml,12100,0,14000,1,,,2024-01-04 16:01:31,2025-12-31 19:03:52,175065,675,2025-12-31 19:03:52,1,0,2025-12-31 19:03:52,2025-12-31 19:03:52,,,0,1,Perubahan Stok Manual: SO
676,4,,PROMAG TAB,PROMAG TAB,7554,0,9000,20,2028-06-07,KTPRGR53357,2024-01-04 16:01:31,2026-01-02 02:16:33,175356,676,2025-12-31 21:39:43,0,39,2025-12-31 21:39:43,2025-12-31 21:39:43,,,59,20,Perubahan Stok Manual: SO
677,5,,PRONICY,PRONICY,295,0,350,100,2027-03-25,0F52506,2024-01-04 16:01:31,2026-01-01 00:38:38,,,,,,,,,,,,
678,5,,PROPANOLOL 10mg,PROPANOLOL 10mg,900,0,1500,100,2028-10-10,,2024-01-04 16:01:31,2025-12-31 23:15:50,175491,678,2025-12-31 23:15:50,100,0,2025-12-31 23:15:50,2025-12-31 23:15:50,,,0,100,Perubahan Stok Manual: SO
679,5,,PROPANOLOL 40mg,PROPANOLOL 40mg,151,0,200,200,2029-07-06,55H00924,2024-01-04 16:01:31,2025-12-24 18:01:02,,,,,,,,,,,,
680,1,,PRORIS FORTE SYR,PRORIS FORTE SYR,28051,0,33000,6,2027-07-08,D5G288L,2024-01-04 16:01:31,2025-12-31 18:54:04,175044,680,2025-12-31 18:54:04,0,1,2025-12-31 18:54:04,2025-12-31 18:54:04,,,7,6,Perubahan Stok Manual: SO
681,2,,PRORIS SUPP,PRORIS SUPP,6493,0,8000,6,2027-04-06,B50255K,2024-01-04 16:01:31,2025-11-14 20:10:20,,,,,,,,,,,,
682,1,,PRORIS SYR,PRORIS SYR,22977,0,28000,7,2027-09-02,D51224E,2024-01-04 16:01:31,2025-12-31 18:54:24,175045,682,2025-12-31 18:54:24,0,7,2025-12-31 18:54:24,2025-12-31 18:54:24,,,14,7,Perubahan Stok Manual: SO
683,4,,PRORIS TAB,PRORIS TAB,7623,0,9000,0,2027-12-06,D4M735H,2024-01-04 16:01:31,2025-08-01 10:12:29,,,,,,,,,,,,
684,2,,PROTECAL SOLID,PROTECAL SOLID,29947,0,35000,0,2024-11-11,,2024-01-04 16:01:31,2025-07-04 14:36:40,,,,,,,,,,,,
685,3,,PUYER 16,PUYER 16,758,0,1000,109,2027-04-07,HD856,2024-01-04 16:01:31,2025-12-10 03:37:58,,,,,,,,,,,,
686,2,,CUSSUN SHAMPO,CUSSUN SHAMPO,11000,0,13000,0,2025-08-08,,2024-01-04 16:01:31,2024-05-09 10:04:30,,,,,,,,,,,,
687,2,,SUTRA ABU2 S'12,,25000,0,31000,1,2028-04-06,,2024-01-04 16:01:31,2025-12-31 20:50:41,175258,687,2025-12-31 20:50:41,1,0,2025-12-31 20:50:41,2025-12-31 20:50:41,,,0,1,Perubahan Stok Manual: SO
689,5,,RANITIDINE,RANITIDINE,190,0,300,200,2027-08-06,TC54568,2024-01-04 16:01:31,2026-01-01 00:12:52,,,,,,,,,,,,
690,2,,RAPET WANGI,RAPET WANGI,9030,0,12500,3,2028-05-06,BE001E25,2024-01-04 16:01:31,2025-12-31 21:28:16,175339,690,2025-12-31 21:28:16,0,2,2025-12-31 21:28:16,2025-12-31 21:28:16,,,5,3,Perubahan Stok Manual: SO
691,5,,RAVALGIN,RAVALGIN,252,0,350,200,2029-07-07,61354,2024-01-04 16:01:31,2025-12-23 18:11:58,,,,,,,,,,,,
692,5,,RHEMAFAR,,400,0,500,390,2029-09-06,GE067,2024-01-04 16:01:31,2026-01-01 00:34:49,,,,,,,,,,,,
693,2,,REDOXON,REDOXON,36186,0,45000,3,2027-06-06,CM26056,2024-01-04 16:01:31,2025-12-02 22:31:18,,,,,,,,,,,,
694,5,,RENABETIC,RENABETIC,235,0,300,310,2028-09-06,IEI038,2024-01-04 16:01:31,2026-01-01 00:37:31,,,,,,,,,,,,
695,5,,RENADINAC,RENADINAC,310,0,450,300,2027-09-01,1E1193,2024-01-04 16:01:31,2026-01-02 00:37:00,,,,,,,,,,,,
696,4,,RENOVIT,RENOVIT,10692,0,12500,5,2027-08-06,25A06,2024-01-04 16:01:31,2025-12-31 21:15:35,175309,696,2025-12-31 21:15:35,0,2,2025-12-31 21:15:35,2025-12-31 21:15:35,,,7,5,Perubahan Stok Manual: SO
697,4,,RENOVIT GOLD,RENOVIT GOLD,11292,0,13000,5,,,2024-01-04 16:01:31,2025-12-31 21:15:47,175310,697,2025-12-31 21:15:47,5,0,2025-12-31 21:15:47,2025-12-31 21:15:47,,,0,5,Perubahan Stok Manual: SO
698,2,,RHEUMASON NELLCO,RHEUMASON NELLCO,6993,0,8500,2,2028-04-13,5055003,2024-01-04 16:01:31,2025-12-21 15:50:38,,,,,,,,,,,,
699,1,,RIVANOL 100mL,RIVANOL 100mL,3163,0,4500,4,2026-03-05,8042588,2024-01-04 16:01:31,2025-12-31 20:04:36,175181,699,2025-12-31 20:04:36,0,12,2025-12-31 20:04:36,2025-12-31 20:04:36,,,17,5,Perubahan Stok Manual: SO
700,1,,RIVANOL 300mL,RIVANOL 300mL,8741,0,11000,17,2028-07-20,1082588,2024-01-04 16:01:31,2025-12-31 20:04:47,175182,700,2025-12-31 20:04:47,0,6,2025-12-31 20:04:47,2025-12-31 20:04:47,,,23,17,Perubahan Stok Manual: SO
701,2,,ROOHTO,ROOHTO,10924,0,13500,5,2028-06-19,PFPL024,2024-01-04 16:01:31,2025-12-20 17:43:25,,,,,,,,,,,,
702,2,,ROOHTO COOL,ROOHTO COOL,15059,0,17500,5,2028-07-12,PGRF058,2024-01-04 16:01:31,2025-12-31 22:34:26,175440,702,2025-12-31 22:34:26,0,27,2025-12-31 22:34:26,2025-12-31 22:34:26,,,32,5,Perubahan Stok Manual: SO
703,2,,SAFE CARE,SAFE CARE,14089,0,17500,2,2028-07-05,10250106,2024-01-04 16:01:31,2025-12-17 15:57:54,,,,,,,,,,,,
704,6,,SAGESTAM,SAGESTAM,14438,0,17500,3,2028-01-05,FG9485,2024-01-04 16:01:31,2025-12-31 22:28:18,175427,704,2025-12-31 22:28:18,0,4,2025-12-31 22:28:18,2025-12-31 22:28:18,,,8,4,Perubahan Stok Manual: SO
705,2,,SAKA ABC ALL VAR,SAKA ABC ALL VAR,17760,0,21500,9,2027-06-11,STSKJF5301,2024-01-04 16:01:31,2025-12-31 19:35:03,175118,705,2025-12-31 19:35:03,10,0,2025-12-31 19:35:03,2025-12-31 19:35:03,,,0,10,Perubahan Stok Manual: SO
706,5,,SALBUTAMOL 2mg,SALBUTAMOL 2mg,100,0,200,140,2027-06-17,2506102,2024-01-04 16:01:31,2025-12-31 23:15:31,175490,706,2025-12-31 23:15:31,50,0,2025-12-31 23:15:31,2025-12-31 23:15:31,,,90,140,Perubahan Stok Manual: SO
707,6,,SALEP 24,SALEP 24,4038,0,5000,12,2028-07-14,F57502,2024-01-04 16:01:31,2025-10-13 19:12:19,,,,,,,,,,,,
708,6,,SALEP 88,SALEP 88,12747,0,15000,10,2028-06-10,2506094,2024-01-04 16:01:31,2026-01-01 00:46:28,,,,,,,,,,,,
709,6,,SALEP KEMBANG BULAN,SALEP KEMBANG BULAN,4801,0,7000,4,2027-01-01,,2024-01-04 16:01:31,2026-01-01 00:46:04,,,,,,,,,,,,
710,2,,SALICYL SPIRITUS,SALICYL SPIRITUS,6416,0,8000,2,2028-11-04,5690468T,2024-01-04 16:01:31,2026-01-01 22:59:46,,,,,,,,,,,,
711,2,,SALICYL MENTOL,SALICYL MENTOL,7249,0,8500,1,2029-09-07,50654201K,2024-01-04 16:01:31,2025-12-31 20:55:04,175269,711,2025-12-31 20:55:04,0,5,2025-12-31 20:55:04,2025-12-31 20:55:04,,,9,4,Perubahan Stok Manual: SO
712,2,,SALICYL PINK,SALICYL PINK,5212,0,7000,5,2029-08-05,5070700IK,2024-01-04 16:01:31,2025-12-31 20:55:37,175270,712,2025-12-31 20:55:37,1,0,2025-12-31 20:55:37,2025-12-31 20:55:37,,,5,6,Perubahan Stok Manual: SO
713,6,,SALONPAS GEL 15mg,SALONPAS GEL 15mg,11181,0,14500,0,2026-12-01,,2024-01-04 16:01:31,2025-09-16 21:12:13,,,,,,,,,,,,
714,6,,SALONPAS GEL 30mg,SALONPAS GEL 30mg,17284,0,22500,2,2027-03-01,,2024-01-04 16:01:31,2025-12-31 22:26:54,175423,714,2025-12-31 22:26:54,2,0,2025-12-31 22:26:54,2025-12-31 22:26:54,,,0,2,Perubahan Stok Manual: SO
715,2,,SALONPAS KOYO ALL VAR,,6634,0,8000,41,2028-08-19,A3305,2024-01-04 16:01:31,2025-12-31 21:41:18,175358,715,2025-12-31 21:41:18,0,16,2025-12-31 21:41:18,2025-12-31 21:41:18,,,57,41,Perubahan Stok Manual: SO
716,6,,KENALOG IOB,,68531,0,81000,1000,2028-04-07,4D635,2024-01-04 16:01:31,2025-10-19 01:58:42,,,,,,,,,,,,
717,5,,SAMCOFENAC,SAMCOFENAC,204,0,300,430,2028-08-08,11745EH,2024-01-04 16:01:31,2026-01-01 00:35:58,,,,,,,,,,,,
718,5,,SAMTACID,SAMTACID,162,0,350,100,2026-10-10,,2024-01-04 16:01:31,2026-01-01 00:37:03,,,,,,,,,,,,
719,5,,BETAHISTIN,,419,0,600,0,2027-03-07,36N362,2024-01-04 16:01:31,2025-12-17 18:14:44,,,,,,,,,,,,
720,5,,HYPOFIL,,2775,0,3300,100,2027-08-08,FH2938,2024-01-04 16:01:31,2025-12-24 20:58:07,,,,,,,,,,,,
721,2,,SAN HONG B,SAN HONG B,24500,0,33500,0,,,2024-01-04 16:01:31,2025-07-04 15:12:25,,,,,,,,,,,,
722,2,,SAN HONG K,SAN HONG K,9000,0,13500,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
723,4,,SANGOBION S'10,SANGOBION,20317,0,23500,23,2027-07-13,616163,2024-01-04 16:01:31,2025-12-31 23:06:49,175465,723,2025-12-31 23:06:49,0,1,2025-12-31 23:06:49,2025-12-31 23:06:49,,,25,24,Perubahan Stok Manual: SO
724,4,,SANGOBION S'4,SANGOBION S'4,8123,0,9500,1,2027-05-19,477153,2024-01-04 16:01:31,2025-12-31 23:07:01,175466,724,2025-12-31 23:07:01,0,13,2025-12-31 23:07:01,2025-12-31 23:07:01,,,15,2,Perubahan Stok Manual: SO
725,1,,SANGOBION SYR,SANGOBION SYR,38271,0,44000,0,2026-07-07,744429,2024-01-04 16:01:31,2025-09-26 18:32:14,,,,,,,,,,,,
726,1,,SANMAG SYR,SANMAG SYR,31968,0,38500,2,2027-08-07,FH1591,2024-01-04 16:01:31,2025-12-13 17:15:35,,,,,,,,,,,,
727,1,,SANMOL DROP,SANMOL DROP,19961,0,23000,3,2027-10-12,FK1786,2024-01-04 16:01:31,2026-01-02 00:40:08,175048,727,2025-12-31 18:55:17,0,3,2025-12-31 18:55:17,2025-12-31 18:55:17,,,5,2,Perubahan Stok Manual: SO
728,1,,SANMOL SYR,SANMOL SYR,18275,0,21000,10,2027-10-01,FK9795,2024-01-04 16:01:31,2025-12-31 18:55:03,175047,728,2025-12-31 18:55:03,0,9,2025-12-31 18:55:03,2025-12-31 18:55:03,,,20,11,Perubahan Stok Manual: SO
729,4,,SANMOL TAB,SANMOL TAB,2023,0,2500,40,2027-10-07,FK8058,2024-01-04 16:01:31,2025-12-31 23:03:53,175458,729,2025-12-31 23:03:53,0,4,2025-12-31 23:03:53,2025-12-31 23:03:53,,,44,40,Perubahan Stok Manual: SO
730,1,,SARI KURMA TJ,SARI KURMA TJ,14500,0,19000,1,2027-09-11,,2024-01-04 16:01:31,2025-12-31 19:31:55,175110,730,2025-12-31 19:31:55,1,0,2025-12-31 19:31:55,2025-12-31 19:31:55,,,0,1,Perubahan Stok Manual: SO
731,4,,SARIDON,SARIDON,3649,0,4500,26,2026-10-06,CM25526,2024-01-04 16:01:31,2025-12-31 23:08:36,175469,731,2025-12-31 23:08:36,0,2,2025-12-31 23:08:36,2025-12-31 23:08:36,,,28,26,Perubahan Stok Manual: SO
732,6,,SCABIMITE K,SCABIMITE K,45253,0,52000,3,2028-06-06,F25008,2024-01-04 16:01:31,2025-11-20 02:59:26,,,,,,,,,,,,
733,5,,SCOPMA PLUS,SCOPMA PLUS,1074,0,1600,30,2029-07-19,GL024,2024-01-04 16:01:31,2025-12-31 23:21:05,175503,733,2025-12-31 23:21:05,0,30,2025-12-31 23:21:05,2025-12-31 23:21:05,,,60,30,Perubahan Stok Manual: SO
734,1,,SCOTT EMULSION 200mL,SCOTT EMULSION 200mL,38984,0,53000,5,2027-02-01,,2024-01-04 16:01:31,2025-12-31 18:33:25,175021,734,2025-12-31 18:33:25,5,0,2025-12-31 18:33:25,2025-12-31 18:33:25,,,0,5,Perubahan Stok Manual: SO
735,2,,MEDICREPE 6'',,18000,0,25000,1,2027-05-07,,2024-01-04 16:01:31,2025-12-31 20:09:05,175196,735,2025-12-31 20:09:05,1,0,2025-12-31 20:09:05,2025-12-31 20:09:05,,,0,1,Perubahan Stok Manual: SO
736,1,,SEHATGIN,SEHATGIN,15000,0,20000,0,2025-06-06,,2024-01-04 16:01:31,2025-07-04 14:39:06,,,,,,,,,,,,
737,5,,SELCOM-C,SELCOM-C,900,0,1200,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
738,2,,SELSUN BLUE,SELSUN BLUE,23076,0,27000,2,2028-08-05,PHIN008,2024-01-04 16:01:31,2025-12-31 20:43:08,175244,738,2025-12-31 20:43:08,0,1,2025-12-31 20:43:08,2025-12-31 20:43:08,,,3,2,Perubahan Stok Manual: SO
739,2,,SELSUN YELLOW B,SELSUN YELLOW B,37087,0,43000,4,2028-10-11,PJ0MG11,2024-01-04 16:01:31,2025-12-31 20:42:51,175243,739,2025-12-31 20:42:51,1,0,2025-12-31 20:42:51,2025-12-31 20:42:51,,,3,4,Perubahan Stok Manual: SO
740,2,,SELSUN YELLOW K,SELSUN YELLOW K,21840,0,26500,2,2028-04-06,P00L002,2024-01-04 16:01:31,2025-12-31 20:42:35,175242,740,2025-12-31 20:42:35,1,0,2025-12-31 20:42:35,2025-12-31 20:42:35,,,1,2,Perubahan Stok Manual: SO
